iter	RMSE
188	13.90494515
189	13.90364174
190	13.90244787
191	13.90147114
192	13.90042727
193	13.89932962
194	13.89771579
195	13.89641371
196	13.89523792
197	13.89409345
198	13.89302862
199	13.89200888
200	13.89026048
201	13.88910099
202	13.88756336
203	13.88603053
204	13.88452196
205	13.88319316
206	13.88165778
207	13.880229
208	13.87899896
209	13.87748797
210	13.87657405
211	13.87531146
212	13.87365262
213	13.87216317
214	13.87090391
215	13.86955456
216	13.86840904
217	13.86692092
218	13.86567866
219	13.86470362
220	13.86356237
221	13.86241352
222	13.86039108
223	13.85934291
224	13.85855719
225	13.85731881
226	13.8562466
227	13.85508876
228	13.85408747
229	13.85312634
230	13.85191353
231	13.85086468
232	13.84949012
233	13.84857133
234	13.84787735
235	13.8465996
236	13.84534727
237	13.84408725
238	13.84324011
239	13.84236589
240	13.8409594
241	13.83977567
242	13.83870594
243	13.83737883
244	13.83621381
245	13.83476602
246	13.83325201
247	13.83240293
248	13.83049927
249	13.82925648
250	13.8279648
251	13.8268572
252	13.82575034
253	13.82458276
254	13.82323659
255	13.82239845
256	13.82109525
257	13.81942651
258	13.81798156
259	13.81711865
260	13.81552046
261	13.81486951
262	13.81351541
263	13.81246882
264	13.81097204
265	13.81011959
266	13.80918524
267	13.80831504
268	13.80733014
269	13.80575058
270	13.80464829
271	13.80317357
272	13.80191192
273	13.80082698
274	13.79928029
275	13.79812961
276	13.79711853
277	13.79586791
278	13.79462648
279	13.79295756
280	13.79171611
281	13.79073732
282	13.7893479
283	13.78809215
284	13.78687457
285	13.78548861
286	13.78442567
287	13.78334054
288	13.78234519
289	13.78088994
290	13.77974516
291	13.77830798
292	13.77709143
293	13.77600118
294	13.77533761
295	13.77457763
296	13.7731825
297	13.77200839
298	13.77109432
299	13.77042512
300	13.76937877
301	13.76805845
302	13.76669848
303	13.76558264
304	13.76467269
305	13.7634417
306	13.76244844
307	13.76149783
308	13.76055524
309	13.75982471
310	13.75862423
311	13.75782334
312	13.75689034
313	13.75549693
314	13.75435476
315	13.7533691
316	13.75192735
317	13.75066283
318	13.74966404
319	13.74853205
320	13.74706341
321	13.74609278
322	13.7447761
323	13.74384465
324	13.7427306
325	13.74165418
326	13.7405027
327	13.73956358
328	13.73845213
329	13.73773962
330	13.73692878
331	13.73590319
332	13.73484158
333	13.73377415
334	13.73309384
335	13.73198373
336	13.73081801
337	13.72964424
338	13.72876232
339	13.72806228
340	13.7269688
341	13.72623394
342	13.72519228
343	13.72415964
344	13.72364005
345	13.72239628
346	13.72113875
347	13.720071
348	13.71920467
349	13.71795406
350	13.71669337
351	13.71543431
352	13.71442971
353	13.71356002
354	13.71271452
355	13.71168756
356	13.71082737
357	13.70997844
358	13.70839674
359	13.70748751
360	13.7064517
361	13.70520073
362	13.70432396
363	13.70304926
364	13.70202159
365	13.70076406
366	13.69997404
367	13.69929021
368	13.69885041
369	13.69795921
370	13.69664571
371	13.69574617
372	13.69476103
373	13.69372666
374	13.69270416
375	13.6917558
376	13.69097577
377	13.68990727
378	13.68937444
379	13.68838795
380	13.68753654
381	13.68595169
382	13.68509594
383	13.68444336
384	13.68355052
385	13.68276345
386	13.68156322
387	13.68036326
388	13.67956021
389	13.67865556
390	13.67834194
391	13.67756348
392	13.67650739
393	13.67578769
394	13.67528302
395	13.67398636
396	13.67250417
397	13.67178184
398	13.67079127
399	13.66997324
400	13.66903951
401	13.66789815
402	13.66700571
403	13.66591725
404	13.66486303
405	13.66394094
406	13.66291593
407	13.66166834
408	13.66068856
409	13.65988571
410	13.65894522
411	13.65822836
412	13.65743466
413	13.65623315
414	13.65548771
415	13.65436212
416	13.65351385
417	13.65213583
418	13.65130245
419	13.65037825
420	13.6494159
421	13.64828283
422	13.64740648
423	13.64663634
424	13.64552012
425	13.64481788
426	13.64357539
427	13.64202744
428	13.64131207
429	13.64037801
430	13.63907649
431	13.6377325
432	13.63687058
433	13.6357943
434	13.63435515
435	13.63356646
436	13.63274079
437	13.63175258
438	13.6307753
439	13.63006492
440	13.6289127
441	13.62813315
442	13.62721285
443	13.62634195
444	13.62535383
445	13.62406085
446	13.62341028
447	13.62220976
448	13.6213094
449	13.62058197
450	13.61998044
451	13.61876269
452	13.61798232
453	13.61674938
454	13.61582771
455	13.61473553
456	13.61386904
457	13.61318288
458	13.61247459
459	13.61114703
460	13.61012839
461	13.60921696
462	13.60838389
463	13.60754319
464	13.60667648
465	13.60563891
466	13.60450267
467	13.60368899
468	13.60265053
469	13.60176269
470	13.60039283
471	13.59929279
472	13.59851133
473	13.59748553
474	13.59644577
475	13.59562009
476	13.59481497
477	13.59394052
478	13.59288647
479	13.5915615
480	13.59062243
481	13.58963527
482	13.58869419
483	13.58774499
484	13.58676213
485	13.5857248
486	13.58491856
487	13.58405793
488	13.58291561
489	13.58139593
490	13.58046047
491	13.57942787
492	13.57854449
493	13.57769936
494	13.57694872
495	13.57607054
496	13.57513925
497	13.57476164
498	13.57329367
499	13.57218882
500	13.57128428
501	13.57074608
502	13.56989231
503	13.56930728
504	13.56855043
505	13.56778461
506	13.56694318
507	13.56587453
508	13.56528688
509	13.56476225
510	13.56382706
511	13.56329555
512	13.56233043
513	13.5614463
514	13.56064509
515	13.55983206
516	13.55901093
517	13.5583228
518	13.55755033
519	13.55685625
520	13.55580111
521	13.55474746
522	13.5539489
523	13.55332958
524	13.55272548
525	13.55163709
526	13.5505683
527	13.54948215
528	13.54889521
529	13.54809641
530	13.54701139
531	13.54617611
532	13.54532142
533	13.54441103
534	13.54322874
535	13.54220714
536	13.54142316
537	13.54060384
538	13.53963134
539	13.53866483
540	13.53781726
541	13.53695374
542	13.53584468
543	13.53464327
544	13.53384547
545	13.53278556
546	13.53203186
547	13.5310567
548	13.5303069
549	13.52929986
550	13.52870112
551	13.52794024
552	13.52718056
553	13.52641455
554	13.52522091
555	13.52443842
556	13.52353575
557	13.52249341
558	13.52139957
559	13.52073588
560	13.52010829
561	13.51923208
562	13.51826348
563	13.51728823
564	13.51639012
565	13.51551122
566	13.51450649
567	13.5133441
568	13.5125855
569	13.51153378
570	13.51080927
571	13.50973221
572	13.50903219
573	13.50790732
574	13.50689711
575	13.50573844
576	13.50470122
577	13.50374241
578	13.50285447
579	13.50222595
580	13.50127778
581	13.5007256
582	13.49990156
583	13.49894852
584	13.49821211
585	13.49733786
586	13.49660106
587	13.4960166
588	13.49482661
589	13.49419004
590	13.49312796
591	13.4926418
592	13.49165935
593	13.49027118
594	13.48951207
595	13.48878299
596	13.48754476
597	13.48675948
598	13.48572656
599	13.48528624
600	13.4842284
601	13.48311971
602	13.48234334
603	13.48139021
604	13.48066534
605	13.47997919
606	13.47905042
607	13.47816531
608	13.47759166
609	13.47664729
610	13.47575589
611	13.47520367
612	13.47401162
613	13.47322059
614	13.47242344
615	13.47139305
616	13.47034392
617	13.46941826
618	13.46868909
619	13.46818099
620	13.4674217
621	13.46684125
622	13.46585053
623	13.46506074
624	13.46409639
625	13.46343318
626	13.46216007
627	13.46104592
628	13.460189
629	13.45942671
630	13.45838553
631	13.45714413
632	13.45622331
633	13.45531061
634	13.45427019
635	13.45350091
636	13.45255178
637	13.45134457
638	13.45012351
639	13.44929312
640	13.44819225
641	13.44731234
642	13.44630183
643	13.44483021
644	13.44431943
645	13.44360568
646	13.44246122
647	13.44169368
648	13.44071209
649	13.43983566
650	13.43891258
651	13.43786122
652	13.43673983
653	13.43556603
654	13.43464013
655	13.43357862
656	13.43295133
657	13.43214106
658	13.43150582
659	13.43054338
660	13.42974514
661	13.42905902
662	13.42848199
663	13.42773128
664	13.42695841
665	13.42631827
666	13.42520907
667	13.42425347
668	13.42322862
669	13.42245129
670	13.42192201
671	13.42122102
672	13.42044258
673	13.41967739
674	13.41861428
675	13.41771333
676	13.41692239
677	13.41596683
678	13.41480427
679	13.41428215
680	13.41358854
681	13.41290204
682	13.41173459
683	13.41084575
684	13.40991035
685	13.40895082
686	13.40805567
687	13.40701566
688	13.40639734
689	13.40514743
690	13.40429972
691	13.40352513
692	13.40294305
693	13.40216615
694	13.40124871
695	13.40031389
696	13.39949165
697	13.3984531
698	13.39735065
699	13.3964586
700	13.39564859
701	13.3945402
702	13.39425607
703	13.39331318
704	13.39235063
705	13.39156411
706	13.39080741
707	13.39025521
708	13.3893387
709	13.38856252
710	13.38782138
711	13.38713021
712	13.38642911
713	13.38533201
714	13.38441313
715	13.38366861
716	13.38288214
717	13.38219279
718	13.38106882
719	13.37996882
720	13.3791837
721	13.37861433
722	13.37764104
723	13.37698094
724	13.37591712
725	13.37531183
726	13.37435196
727	13.37373695
728	13.37311076
729	13.37254757
730	13.3716606
731	13.37070069
732	13.3697186
733	13.36906736
734	13.36816848
735	13.36749995
736	13.36671625
737	13.36562599
738	13.36470624
739	13.36399928
740	13.36312701
741	13.36198798
742	13.3609885
743	13.36003182
744	13.35931938
745	13.35848658
746	13.35739889
747	13.35622198
748	13.35549471
749	13.35480753
750	13.35408966
751	13.35288127
752	13.35191712
753	13.35143358
754	13.35064625
755	13.34991499
756	13.34943438
757	13.34882138
758	13.34803073
759	13.34669438
760	13.34541116
761	13.34428613
762	13.34346113
763	13.34264408
764	13.34189871
765	13.34106702
766	13.34026271
767	13.33960128
768	13.33862225
769	13.3379205
770	13.33681612
771	13.33573626
772	13.33451375
773	13.33376623
774	13.33275877
775	13.33188703
776	13.33127418
777	13.33060864
778	13.32964482
779	13.32870277
780	13.32776977
781	13.32708465
782	13.32653415
783	13.32581496
784	13.32452704
785	13.32377786
786	13.32311018
787	13.32236302
788	13.3217487
789	13.32099471
790	13.32006781
791	13.31910842
792	13.31860527
793	13.3179203
794	13.31697324
795	13.31619114
796	13.31549741
797	13.31472165
798	13.31367766
799	13.31295284
800	13.31185493
801	13.31131273
802	13.31042462
803	13.30929869
804	13.30867284
805	13.30795119
806	13.3071438
807	13.30646474
808	13.30565468
809	13.30479375
810	13.30397934
811	13.30291127
812	13.30233098
813	13.30184165
814	13.30124743
815	13.30015745
816	13.29913559
817	13.29825606
818	13.29708505
819	13.29612929
820	13.2951335
821	13.29464853
822	13.29400539
823	13.29327452
824	13.29216834
825	13.29145919
826	13.290651
827	13.29006648
828	13.289399
829	13.28868095
830	13.28785647
831	13.28683971
832	13.28620446
833	13.28532957
834	13.28448628
835	13.28400052
836	13.28360189
837	13.28307878
838	13.2822727
839	13.28160431
840	13.28099151
841	13.28025453
842	13.27951267
843	13.27869854
844	13.27798919
845	13.27701488
846	13.27602483
847	13.27528924
848	13.27439155
849	13.27358759
850	13.27271867
851	13.27222395
852	13.27115995
853	13.270389
854	13.26951207
855	13.26877841
856	13.26774768
857	13.26737555
858	13.26651625
859	13.26558733
860	13.26477492
861	13.26380576
862	13.26321293
863	13.26250384
864	13.26180366
865	13.26115629
866	13.26069162
867	13.25999675
868	13.25898105
869	13.25793319
870	13.25719595
871	13.25637735
872	13.25549281
873	13.25491822
874	13.25451497
875	13.2538641
876	13.25320992
877	13.25191865
878	13.25078579
879	13.24974917
880	13.24862694
881	13.24776884
882	13.24689439
883	13.24575995
884	13.24490695
885	13.24443584
886	13.24379507
887	13.24319951
888	13.24265896
889	13.24162245
890	13.24088502
891	13.2400625
892	13.23936005
893	13.23823659
894	13.23745258
895	13.23642966
896	13.23534876
897	13.23458583
898	13.2335983
899	13.2327733
900	13.23196762
901	13.23132668
902	13.2303607
903	13.22979628
904	13.22916297
905	13.22820602
906	13.22759424
907	13.22693921
908	13.22577957
909	13.22518497
910	13.22427143
911	13.22355369
912	13.22259966
913	13.22194546
914	13.22122271
915	13.22026189
916	13.21935135
917	13.21877625
918	13.21795564
919	13.21716961
920	13.21631141
921	13.21550296
922	13.21486269
923	13.21396167
924	13.21300299
925	13.21214993
926	13.21097981
927	13.21009836
928	13.20926759
929	13.20854224
930	13.20763708
931	13.20709626
932	13.20625602
933	13.2056644
934	13.20509803
935	13.20442931
936	13.20363101
937	13.20278275
938	13.20205323
939	13.20136591
940	13.20059273
941	13.1995513
942	13.19893134
943	13.1981385
944	13.19717851
945	13.19651413
946	13.19574195
947	13.19521307
948	13.19462086
949	13.19376648
950	13.19307565
951	13.19226911
952	13.19127729
953	13.19067103
954	13.18991049
955	13.18923155
956	13.18848796
957	13.18762269
958	13.18703385
959	13.18635305
960	13.18569388
961	13.18472111
962	13.18402495
963	13.18352293
964	13.18272202
965	13.18157389
966	13.18093094
967	13.17986544
968	13.17916954
969	13.17823096
970	13.17745176
971	13.17669415
972	13.17609238
973	13.17533479
974	13.17446931
975	13.17382211
976	13.17302746
977	13.17203876
978	13.17148659
979	13.17039738
980	13.16966052
981	13.16916982
982	13.16849326
983	13.16799231
984	13.16719991
985	13.16656293
986	13.16582767
987	13.16526185
988	13.16461763
989	13.16393493
990	13.16312247
991	13.16226051
992	13.16137358
993	13.16043802
994	13.15951433
995	13.15859512
996	13.15788722
997	13.15725382
998	13.15646031
999	13.15556133
